,tag_name,followed_by,comment,tag_count,like
2064,wolf,247,0,30,31
2065,wolf,78,9,15,24
2066,wolf,14,0,4,6
2067,wolf,636,0,8,25
2068,wolf,70,0,6,13
2069,wolf,2742,6,12,114
2070,wolf,0,0,29,5
2071,wolf,1576,0,7,4
2072,wolf,1116,1,15,130
2073,wolf,16,0,20,10
2074,wolf,1576,0,6,4
2075,wolf,2220,0,24,21
2076,wolf,310,0,30,8
2077,wolf,3796,1,25,91
2078,women,755,0,29,14
2079,women,644,0,31,6
2080,women,34136,2,18,37
2081,women,606,0,0,318
2082,women,121,2,6,11
2083,women,130,3,30,25
2084,women,46,0,18,2
2085,women,10368,1,30,54
2086,word,54084,2,27,170
2087,word,26150,4,30,739
2088,word,13048,0,30,4
2089,word,95,0,29,14
2090,word,7,0,15,5
2091,word,209,1,21,4
2092,word,1475,10,30,23
2093,word,209,0,21,3
2094,word,209,0,21,2
2095,word,209,0,21,2
2096,word,209,0,21,4
2097,word,219,0,30,7
2098,word,209,0,21,1
2099,word,209,0,21,1
2100,word,510,1,28,20
2101,word,1350,0,25,6
2102,word,2123,8,1,72
2103,word,13048,0,30,2
2104,word,2835,2,29,35
2105,word,74,0,25,4
2106,workathome,3184,0,24,17
2107,workathome,54946,1,0,19
2108,workathome,70,1,22,24
2109,workathome,1832,0,11,45
2110,workathome,59,0,19,3
2111,workathome,9281,1,30,4
2112,workathome,69,1,30,3
2113,workathome,232,0,16,11
2114,workathome,213,11,10,25
2115,workathome,1497,8,0,69
2116,workathome,849,4,14,27
2117,workathome,13009,4,0,60
2118,workathome,13252,3,12,268
2119,workathome,91,0,11,4
2120,workathome,29,0,13,5
2121,workathome,137,2,15,12
2122,workathome,853,0,30,75
2123,workathome,853,5,29,93
2124,workathome,812,1,9,56
2125,workathome,38,1,1,4
2126,workonline,115,0,30,6
2127,workonline,2177,3,0,19
2128,workonline,682,6,24,118
2129,workonline,3775,0,24,17
2130,workonline,569,1,29,20
2131,workonline,1584,6,0,41
2132,workonline,36,0,30,10
2133,workonline,216,0,30,0
2134,workonline,15,0,17,0
2135,workonline,2998,2,13,131
2136,world,478,0,12,22
2137,world,155,1,23,6
2138,world,1683,0,30,34
2139,world,1201,1,20,67
2140,world,206,0,30,31
2141,world,1159,4,4,20
2142,world,2760,17,28,118
2143,world,1386,0,19,4
2144,world,63,0,30,7
2145,world,155,2,25,3
2146,world,67250,0,30,14
2147,world,469,1,30,36
2148,world,2001,28,15,74
2149,world,72,0,8,7
2150,world,1386,0,19,4
2151,world,450272,260,19,8369
2152,world,42,0,29,17
2153,world,478,0,12,22
2154,world,155,1,23,6
2155,world,1683,0,30,34
2156,world,1201,1,20,67
2157,world,206,0,30,31
2158,world,1159,4,4,20
2159,world,2760,17,28,118
2160,world,1386,0,19,4
2161,world,63,0,30,7
2162,world,155,2,25,3
2163,world,67250,0,30,14
2164,world,469,1,30,36
2165,world,2002,28,15,74
2166,world,72,0,8,7
2167,world,1386,0,19,4
2168,world,450271,260,19,8371
2169,world,42,0,29,17
